"id_lid","address","bot_log"
"1289032","Краснодарский край, Темрюкский р-н, поселок Чушка, порт Кавказ  улица железнодрожная ","19:47:55 16-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Краснодарский край, Темрюкский р-н, поселок Чушка, порт Кавказ  улица железнодрожная 
или организация: ООО АГЕНТ ТАВР/
"
"1288657","адрес: 143007, Московская область, Одинцово город, Молодежная 46","14:29:00 16-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: адрес: 143007, Московская область, Одинцово город, Молодежная 46
или организация: ООО ЗНМ &quot;НЕОТЕКС&quot;
"
"1289470","Кемеровская область - Кузбасс, г Новокузнецк, р-н Центральный, Пионерский пр-кт, д 32 ","10:30:43 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Кемеровская область - Кузбасс, г Новокузнецк, р-н Центральный, Пионерский пр-кт, д 32 
или организация: Ип Удовиченко Наталья Вячеславовна 
"
"1289370","Рязань, Новосёлов 54","09:25:10 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Рязань, Новосёлов 54
или организация: ИП Пологаева Е.А.
"
"1289470","Кемеровская область - Кузбасс, г Новокузнецк, р-н Центральный, Пионерский пр-кт, д 32 ","10:29:53 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Кемеровская область - Кузбасс, г Новокузнецк, р-н Центральный, Пионерский пр-кт, д 32 
или организация: Ип Удовиченко Наталья Вячеславовна 
"
"1289477","г Тюмень, ул Республики, д 169 к 1 ","10:33:56 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Тюмень, ул Республики, д 169 к 1 
или организация: ИП Кайсаров Роман Русланович 
"
"1289477","г Тюмень, ул Республики, д 169 к 1 ","10:33:07 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Тюмень, ул Республики, д 169 к 1 
или организация: ИП Кайсаров Роман Русланович 
"
"1289674","Московская обл, г Истра, село Новопетровское, Нудольское шоссе, д 43км ","12:36:54 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Истра, село Новопетровское, Нудольское шоссе, д 43км 
или организация: Новорижский.РФ
"
"1289710","г Москва, ул Народного Ополчения, д 34 стр 1 ","13:04:14 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Народного Ополчения, д 34 стр 1 
или организация: ИП
"
"1289713","Таганрог, Ростовская обл, г Таганрог, ул Розы Люксембург, д 116, кв 3 ","13:58:12 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Таганрог, Ростовская обл, г Таганрог, ул Розы Люксембург, д 116, кв 3 
или организация: 742200472143 / ИП Лунин Евгений Юрьевич
"
"1289713","Таганрог, Ростовская обл, г Таганрог, ул Розы Люксембург, д 116, кв 3 ","13:59:19 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Таганрог, Ростовская обл, г Таганрог, ул Розы Люксембург, д 116, кв 3 
или организация: 742200472143 / ИП Лунин Евгений Юрьевич
"
"1289911","деревня андрейково бурасовское сельское поселение улица спортивная 7","15:17:50 17-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: деревня андрейково бурасовское сельское поселение улица спортивная 7
или организация: ОсСаниВэй/
"
"1290559","Россия Азербайджан маршала савицкого 6к1","10:39:01 18-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Россия Азербайджан маршала савицкого 6к1
или организация: ИП Мамедова
"
"1290808","г Тула, Красноармейский пр-кт, д 48 к 3","14:24:48 18-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Тула, Красноармейский пр-кт, д 48 к 3
или организация: 710500601076 / ИП Тарасова Екатерина Вячеславовна 
"
"1290910","Сочи, Виноградная 2/3 офис 104 ","15:17:46 18-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, Виноградная 2/3 офис 104 
или организация: Ип 
"
"1290991","г Москва, Олимпийский пр-кт, д 16 стр 5 ","15:54:45 18-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, Олимпийский пр-кт, д 16 стр 5 
или организация: ИП
"
"1291550","  Видное, 8-я линия 11в","11:42:30 19-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес:   Видное, 8-я линия 11в
или организация: 262805932275 / ИП Баланенко Антон Дмитриевич
"
"1293280","г Новосибирск, ул Писарева, д 40, кв 38/1","10:10:25 21-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Новосибирск, ул Писа
"
"1293418","Ростовская область, Ростов-на-Дону, Журавлёва, 61 35","11:52:00 21-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ростовская область, Ро
"
"1293542","Мытищи, ул. Воронина влад. 15, строение 1","13:02:14 21-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Мытищи, ул. Воронина в
"
"1293554","Респ Татарстан, г Набережные Челны, Набережночелнинский пр-кт, д 39а ","13:11:47 21-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Татарстан, г Набе
"
"1293554","Респ Татарстан, г Набережные Челны, Набережночелнинский пр-кт, д 39а ","13:12:36 21-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Татарстан, г Набе
"
"1273295","г Москва, Богоявленский пер, д 3б стр 2 ","13:23:23 23-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, Богоявленски
"
"1276124","Республика Крым, г. Симферополь, Артиллерийская дом 37 кв 1","13:27:20 23-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Республика Крым, г. Си
"
"1285712","Костромская обл, Костромской р-н, деревня Пестенька, д 37 ","13:33:44 23-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Костромская обл, Костр
"
"1285948","г Киров, ул Блюхера, д 8а/1 ","13:32:33 23-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Киров, ул Блюхера, д
"
"1281624","Новгородская обл, Солецкий р-н, тер 83 км, Базовый пер, д 2в стр 1","13:37:27 23-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Новгородская обл, Соле
"
"1296067","г Санкт-Петербург, ул Большая Озёрная, д 70 литера Б ","11:19:10 24-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Санкт-Петербург, ул 
"
"1296067","г Санкт-Петербург, ул Большая Озёрная, д 70 литера Б ","11:20:19 24-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Санкт-Петербург, ул 
"
"1296126","г Пермь, Комсомольский пр-кт, д 69/2 ","12:56:28 24-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Пермь, Комсомольский
"
"1296155","Санкт-Петербург, Б.Сампсониевский пр., д.87, лит.А ","12:38:22 24-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Санкт-Петербург, Б.Сам
"
"1296944","Краснодарский край, ст-ца Выселки, ул Лунева, д 31К","10:37:52 25-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Краснодарский край, ст-ца Выселки, ул Лунева, д 31К
или организация: ИП Якуничев Дмитрий Валерьевич, 234913279731
"
"1296986","Воронеж, 45й стрелковой дивизии 98 ","11:19:17 25-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Воронеж, 45й стрелковой дивизии 98 
или организация: Garage36
"
"1297055","г Москва, ул Шаболовка, д 10 к 1 ","12:18:08 25-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Шаболовка, д 10 к 1 
или организация: ООО Загородный дом
"
"1297055","г Москва, ул Шаболовка, д 10 к 1 ","12:18:52 25-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Шаболовка, д 10 к 1 
или организация: ООО Загородный дом
"
"1297328","Сочи, Сухумское шоссе  52/4","16:18:00 25-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, Сухумское шоссе  52/4
или организация: ООО &laquo;Срг студия&raquo; 
"
"1297717","г Иваново, ул Яблочная, д 9 ","12:00:41 26-02-2022: Неивестный формат ответа регистрации заявки Сервис временно недоступен. Пожалуйста, повторите запрос позже
"
"1299174","Луховицы, Первомайская 16 Б","12:34:35 28-02-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Луховицы, Первомайская 16 Б
или организация: ИП Лучина Елена
"
"1300140","Красноярский край, село Новоселово, ул Гагарина, д 20 ","08:33:17 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красноярский край, село Новоселово, ул Гагарина, д 20 
или организация: Ип монс 
"
"1300357","Москва, Пресненская наб. д.6 стр.2","11:58:55 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Пресненская наб. д.6 стр.2
или организация: ООО &quot;ЧОО &quot;Эльга-Охрана&quot;, 9703056691
"
"1300140","Красноярский край, село Новоселово, ул Гагарина, д 20 ","08:32:34 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красноярский край, село Новоселово, ул Гагарина, д 20 
или организация: Ип монс 
"
"1300501","Москва, Большей коптевский проезд 10к2","12:39:56 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Большей коптевский проезд 10к2
или организация: ООО СК-Профиль
"
"1300711","Москва, Трехпрудный переулок 4 стр. 1","15:20:53 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Трехпрудный переулок 4 стр. 1
или организация: ООО &quot;Гриндивижн&quot;, 9710089850
"
"1300871","Ставропольский край, г Светлоград, ул Шевченко, зд 36 ","16:17:09 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ставропольский край, г Светлоград, ул Шевченко, зд 36 
или организация: Православная церковь
"
"1300854","село Кызыл Баржау Нуримановского района Респ. Башкортостан,  ","16:41:42 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: село Кызыл Баржау Нуримановского района Респ. Башкортостан,  
или организация: ГАУ БНИЦ по пчеловодству и апитерапии
"
"1300700","г Москва, ул Угрешская, д 2 стр 40 ","17:44:10 01-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Угрешская, д 2 стр 40 
или организация: Организация
"
"1301530","г Владивосток, ул Лиственничная, зд 2 ","09:06:55 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Владивосток, ул Лиственничная, зд 2 
или организация: ООО Метиовосток
"
"1301580","Саратовская область, п.г.т. Базарный Карабулак , Ленина 102 В","09:07:59 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Саратовская область, п.г.т. Базарный Карабулак , Ленина 102 В
или организация: Филиал № 3 ГУ СРО ФСС РФ , 643964829763
"
"1302446","Москва, 1 ямского поля 17 Корп 10","16:24:27 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, 1 ямского поля 17 Корп 10
или организация: ПРОФИСТАЙЛ , 9715391084
"
"1301873","г Казань, ул Профсоюзная, д 10/14, офис 7","14:24:28 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Казань, ул Профсоюзная, д 10/14, офис 7
или организация: Алмазстройгрупп, 1655395721
"
"1302403","Бор, Максима Горького 1","16:46:07 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Бор, Максима Горького 1
или организация: ИП Калынов Денис Андреевич, 524411783464
"
"1302748","г Москва, ул 13-я Парковая, д 16А ","19:25:26 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул 13-я Парковая, д 16А 
или организация: 231846957285 / ИП Гареев Александр Рашитович
"
"1302073","Рязанская обл, Рязанский р-н, деревня Турлатово, ул Школьная, д 2/2А ","16:51:24 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Рязанская обл, Рязанский р-н, деревня Турлатово, ул Школьная, д 2/2А 
или организация: ООО ТЕХНОВИТ, 6234175840
"
"1303137","Тюмень, Газовиков  73 к3 ","08:31:37 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Тюмень, Газовиков  73 к3 
или организация: ИП Гуцол Светлана Олеговна 
"
"1302299","Архангельская обл, г Котлас, пр-кт Мира, д 25в к кор, кв 11","10:31:01 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Архангельская обл, г Котлас, пр-кт Мира, д 25в к кор, кв 11
или организация: , 290402190139
"
"1302426","Московская обл, г Подольск, мкр Кузнечики, ул Генерала Смирнова, д 6 ","19:12:15 02-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Подольск, мкр Кузнечики, ул Генерала Смирнова, д 6 
или организация:  5036037420 / МУ ДО ""Центр детского
"
"1303211","Москва, Рождественский Бульвар  21 с1","08:51:55 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Рождественский Бульвар  21 с1
или организация: Филиал ГАУ МосжилНИИпроект, 9710075487
"
"1303396","Сочи, Сухумское шоссе  52/4","11:16:13 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сочи, Сухумское шоссе  52/4
или организация: ООО &laquo;СРГ студия&raquo;, 7729478750
"
"1303685","г Нижний Новгород, ул Зеленхозовская, д 4а литера я ","13:50:09 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Нижний Новгород, ул Зеленхозовская, д 4а литера я 
или организация: Гараж 
"
"1303685","г Нижний Новгород, ул Зеленхозовская, д 4а литера я ","13:50:55 03-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Нижний Новгород, ул Зеленхозовская, д 4а литера я 
или организация: Гараж 
"
"1304950","Пермский край, Краснокамский ГО, массив Алешиха, 59:07:1510307:188 ","08:55:09 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Пермский край, Краснокамский ГО, массив Алешиха, 59:07:1510307:188 
или организация: Союз НСТ Алешиха
"
"1305226","г Москва, Ленинский пр-кт, д 111 к 1, ","09:52:49 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, Ленинский пр-кт, д 111 к 1, 
или организация: ВЕТЭК, 7734580189
"
"1305661","Ханты-Мансийский Автономный округ - Югра, г Нягань, мкр 7-й, соор ВП1 ","12:17:02 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ханты-Мансийский Автономный округ - Югра, г Нягань, мкр 7-й, соор ВП1 
или организация: 8602067215 / АО Газпромэнергосбыт 
"
"1305841","Москва, 3-ий Михалковский переулок 20","13:40:19 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, 3-ий Михалковский переулок 20
или организация: ЖСК &quot;Автомобилист-3&quot;, 7711006860
"
"1305515","Санкт-Петербург, Орловская, д. 1, корп./ст. 2 А, кв./оф. 29Н ","14:05:37 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Санкт-Петербург, Орловская, д. 1, корп./ст. 2 А, кв./оф. 29Н 
или организация: ООО &quot;РАДОСТЬ&quot;
"
"1305727","194291, Россия, г. Санкт-Петербург, ,пр. Луначарского,  д.45-49","14:04:32 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: 194291, Россия, г. Санкт-Петербург, ,пр. Луначарского,  д.45-49
или организация: ООО &laquo;МЕД-ХОЛЛ&raquo;, 7802342080
"
"1305441","Тула, Нужно узнать на счет подключения сразу по трем адресам ","15:01:18 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Тула, Нужно узнать на счет подключения сразу по трем адресам 
или организация: РА Медиа-траст
"
"1305832","Москва , Профсоюзная д. 45  Офис ","15:02:24 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва , Профсоюзная д. 45  Офис 
или организация: ООО &quot;Преображение&quot; &quot;
"
"1311533","г Москва, ул Генерала Тюленева, д 29 к 2 ","16:32:24 06-03-2022: Нет кнопки добавить
"
"1306516","Геленджик, 3 КМ Сухомское шоссе 33","17:40:18 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Геленджик, 3 КМ Сухомское шоссе 33
или организация: СТО
"
"1311352","г Новосибирск, ул Гоголя, д 33/1 ","16:33:16 06-03-2022: Нет кнопки добавить
"
"1306563","Москва, ПР-Т МИРА 101 СТР 1 ПОМ 1011 БЦ ГИПРОМЕЗ","17:48:29 04-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, ПР-Т МИРА 101 СТР 1 ПОМ 1011 БЦ ГИПРОМЕЗ
или организация: 7717762527 / ООО МН МЕДИКАЛ
"
"1306964","Волгоград, Историческая  164","22:14:40 04-03-2022: Неивестный формат ответа регистрации заявки 
"
"1314490","г Москва, ул Промышленная, д 1 стр 10","16:03:52 08-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва, ул Промышленная, д 1 стр 10
или организация: 500315667754 / ИП Блинков П. П.
"
"1308094","г Екатеринбург, ул Татищева, д 47а ","19:46:18 07-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Екатеринбург, ул Татищева, д 47а 
или организация: 665813134220 / ИП Белимов
"
"1315309","Тюменская обл, г Тобольск, мкр 7а, д 25А ","15:36:03 08-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Тюменская обл, г Тобольск, мкр 7а, д 25А 
или организация: Пандора
"
"1311321","Москва, ул.Донская 37к3","10:55:45 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, ул.Донская 37к3
или организация: 7708006274 / ГБУ Мосветобъединение
"
"1314556","г Москва ","10:56:51 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Москва 
или организация: Максим, Investment Account
"
"1311158","г Челябинск, ул Южная, д 2ка ","14:06:54 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Челябинск, ул Южная, д 2ка 
или организация: 6312 3609 5339 / Школа Феномен
"
"1316843","Москва, Бажова 24 к2","12:50:03 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Бажова 24 к2
или организация: 6230111556 / Дельта
"
"1316283","Сургут, Югорский транк 38","13:14:06 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Сургут, Югорский транк 38
или организация: 860220419333 / ИП Магусева Мария Рашидовна
"
"1314314","Димитровград, Мулловское шосе 17","13:54:52 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Димитровград, Мулловское шосе 17
или организация: ГСК Южный
"
"1317582","Респ Адыгея, Тахтамукайский р-н, пгт Яблоновский, ул Шоссейная, д 63 к 11 ","15:52:10 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Адыгея, Тахтамукайский р-н, пгт Яблоновский, ул Шоссейная, д 63 к 11 
или организация: Нежилое помещение
"
"1313723","г Омск, ул Игоря Москаленко, д 137В ","13:56:40 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Омск, ул Игоря Москаленко, д 137В 
или организация: 1660045810
"
"1317600","г Пенза, ул Калинина/Лобачевского, д 108б к 2 ","16:00:23 09-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Пенза, ул Калинина/Лобачевского, д 108б к 2 
или организация: 583607779388 / ИП Гусаров Илья Сергеевич
"
"1319055","Севастополь, Сафронова 5","10:19:12 10-03-2022: Message: no such element: Unable to locate element: {""method"":""xpath"",""selector"":""//*[@id=""6144362978""]/div/table/tbody/tr/td/div/order-connection/div/div[2]/section/div[1]/div[2]/div/div[3]/div/span[
"
"1318911","Тюмень , Газовиков  73 к3","10:21:07 10-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Тюмень , Газовиков  73 к3
или организация: ИП Гуцол Светлана Олеговна 
"
"1319490","Москва, Первый Покровский проезд 5","15:17:20 10-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Москва, Первый Покровский проезд 5
или организация: 1657167500 / Ооо эннстор
"
"1317772","Санкт-Петербург, г Санкт-Петербург, ул Кубинская, д 73 к 1 г Санкт-Петербург, ул Кубинская, д 73 к 1","15:20:08 10-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Санкт-Петербург, г Санкт-Петербург, ул Кубинская, д 73 к 1 г Санкт-Петербург, ул Кубинская, д 73 к 1
или организация: 5948
"
"1321131","Санкт-Петербург, Энтузиастов 42","19:02:29 11-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Санкт-Петербург, Энтузиастов 42
или организация: 251452368 / ИП Жук АЮ
"
"1321306","Ярославская обл, Ярославский р-н, поселок Дорожный, тер. СНТ Лесная Поляна, д 7 ","20:47:15 11-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ярославская обл, Ярославский р-н, поселок Дорожный, тер. СНТ Лесная Поляна, д 7 
или организация: ПО &quot;Лесная Поляна&q
"
"1326389","г Чита, ул Амурская, д 71 ","07:45:31 14-03-2022: Message: element not interactable
  (Session info: chrome=99.0.4844.51)
Stacktrace:
Backtrace:
	Ordinal0 [0x003A7AC3+2587331]
	Ordinal0 [0x0033ADD1+2141649]
	Ordinal0 [0x00233A80+1063552]
	Ordinal0 [0
"
"1326389","г Чита, ул Амурская, д 71 ","07:46:22 14-03-2022: Нет кнопки добавить
"
"1323220","Забайкальский край, г.Чита, Мостовая,19а пом 7/1 19а","17:37:49 12-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Забайкальский край, г.Чита, Мостовая,19а пом 7/1 19а
или организация: 753613762452 / ИП Зибров Евгений Владимирович
"
"1326475","г Кемерово, ул Проездная, д 2А ","08:44:36 14-03-2022: Нет блока ответа регистрации заявки
"
"1328763","Мурманская обл, г Апатиты, ул Ферсмана, д 15 ","10:02:42 15-03-2022: Message: element not interactable
  (Session info: chrome=99.0.4844.51)
Stacktrace:
Backtrace:
	Ordinal0 [0x00C47AC3+2587331]
	Ordinal0 [0x00BDADD1+2141649]
	Ordinal0 [0x00AD3A80+1063552]
	Ordinal0 [0
"
"1326915","г Санкт-Петербург, ул Кронверкская, д 7 ","12:05:40 14-03-2022: Нет кнопки добавить
"
"1327249","г Салехард, ул Республики, д 78 ","14:10:13 14-03-2022: Message: element not interactable
  (Session info: chrome=99.0.4844.51)
Stacktrace:
Backtrace:
	Ordinal0 [0x003A7AC3+2587331]
	Ordinal0 [0x0033ADD1+2141649]
	Ordinal0 [0x00233A80+1063552]
	Ordinal0 [0
"
"1326915","г Санкт-Петербург, ул Кронверкская, д 7 ","12:06:27 14-03-2022: Нет кнопки добавить
"
"1329001","Московская обл, г Ступино, ул Крылова, д 16 к 1 ","11:44:02 15-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Московская обл, г Ступино, ул Крылова, д 16 к 1 
или организация: 5009100746 / ООО Спектр
"
"1331736","Ленинградская обл, г Подпорожье, ул Октябрят, д 3 ","08:30:44 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Ленинградская обл, г Подпорожье, ул Октябрят, д 3 
или организация: ИП Никитина А.П.
"
"1331821","Чувашская республика - Чувашия, Чебоксарский р-н, деревня Большие Карачуры, ул Дачная, зд 1 ","10:31:20 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Чувашская республика - Чувашия, Чебоксарский р-н, деревня Большие Карачуры, ул Дачная, зд 1 
или организация: 211200332670
"
"1331781","Красноярский край, г Канск, ул им. газеты Власть Советов, д 1А ","09:11:22 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красноярский край, г Канск, ул им. газеты Власть Советов, д 1А 
или организация: 2466284143 / КГКУ ТО ЦБ
"
"1331781","Красноярский край, г Канск, ул им. газеты Власть Советов, д 1А ","09:12:31 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Красноярский край, г Канск, ул им. газеты Власть Советов, д 1А 
или организация: 2466284143 / КГКУ ТО ЦБ
"
"1331792","донецк ДНР, артема 169 Г","09:22:48 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: донецк ДНР, артема 169 Г
или организация: АО Южныйгипрогаз
"
"1332738","г Краснодар, Дальний проезд, д 11 к 2 ","14:15:31 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: г Краснодар, Дальний проезд, д 11 к 2 
или организация: ИП Паклин Денис Юрьевич
"
"1331792","донецк ДНР, артема 169 Г","09:23:56 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: донецк ДНР, артема 169 Г
или организация: АО Южныйгипрогаз
"
"1331792","донецк ДНР, артема 169 Г","09:25:11 16-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: донецк ДНР, артема 169 Г
или организация: АО Южныйгипрогаз
"
"1332754","Волгодонск, ул.Пионерская д.82, офис 206 ","07:36:15 17-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Волгодонск, ул.Пионерская д.82, офис 206 
или организация: ООО &quot;НАФТА&quot;
"
"1329095","Нижний Новгород, Костина 3, офис 310","07:38:01 17-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Нижний Новгород, Костина 3, офис 310
или организация: 5505209691 / МПК
"
"1328802","Архангельск, Набережная Дмитрия Донского 35","07:42:57 17-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Архангельск, Набережная Дмитрия Донского 35
или организация: 7805314669 / ООО &laquo;ЗЭТ-Телеком СЕВЕРО-ЗАПАД&raquo
"
"1334639","Тула, Улица Фридрих Энгельса 53","08:51:34 18-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Тула, Улица Фридрих Энгельса 53
или организация: ООО &laquo;Флигель&raquo;
"
"1334567","Краснодарский край, Павловский р-н, хутор Веселая Жизнь, ул Северная, д 30/1 стр 1 ","12:55:41 17-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Краснодарский край, Павловский р-н, хутор Веселая Жизнь, ул Северная, д 30/1 стр 1 
или организация: АЗС ТуЭнПи
"
"1335278","Балаково, Саратовское шоссе 18/3","08:49:13 18-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Балаково, Саратовское шоссе 18/3
или организация: 643907505554
"
"1334871","Респ Адыгея, Тахтамукайский р-н, пгт Яблоновский, ул Промышленная, д 12 к 2 ","08:50:21 18-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Респ Адыгея, Тахтамукайский р-н, пгт Яблоновский, ул Промышленная, д 12 к 2 
или организация: 231106772660 / ИП Кулагина Т
"
"1344783","Архангельск, пл. Малаховского 8","13:41:15 18-03-2022: После заполнения заявки кнопка Далее не активна.
Возможно не корректен адрес: Архангельск, пл. Малаховского 8
или организация: ООО &laquo;ЗЭТ-Телеком СЕВЕРО-ЗАПАД&raquo;, 7805314669
"
